,longitude,latitude,housing_median_age,median_income,median_house_value,ocean_proximity_INLAND,ocean_proximity_NEAR BAY,ocean_proximity_NEAR OCEAN,rooms_per_household
53,-122.27,37.82,52.0,1.2475,104200.0,0,1,0,4.075
10101,-117.97,33.92,32.0,5.7796,241300.0,0,0,0,6.107226107226107
10321,-117.78,33.86,16.0,6.1504,266000.0,0,0,0,6.935229067930489
18985,-121.94,38.27,35.0,2.5681,81300.0,1,0,0,5.050650557620818
8372,-118.35,33.97,30.0,3.8056,323800.0,0,0,0,4.435530085959885
14692,-117.11,32.79,16.0,3.3849,96900.0,0,0,1,3.5700416088765605
10665,-117.87,33.61,25.0,7.79,500001.0,0,0,0,6.514367816091954
4323,-118.35,34.09,42.0,2.5982,315800.0,0,0,0,3.652892561983471
5265,-118.54,34.05,33.0,8.565,500001.0,0,0,0,6.442965779467681
12569,-121.43,38.54,42.0,2.4618,101300.0,1,0,0,5.047112462006079
12221,-117.02,33.71,6.0,3.0043,134700.0,1,0,0,5.724757952973721
9901,-122.26,38.28,24.0,4.5,158300.0,0,1,0,5.6282306163021865
19664,-120.82,37.49,25.0,3.5547,122400.0,1,0,0,6.172413793103448
18253,-122.09,37.39,34.0,2.7279,365600.0,0,1,0,3.404063205417607
9218,-120.27,37.12,42.0,1.7279,52300.0,1,0,0,5.438095238095238
13456,-117.39,34.11,16.0,4.9444,132700.0,1,0,0,5.533980582524272
16976,-122.31,37.57,37.0,4.0,273700.0,0,0,1,4.341389728096677
20422,-118.9,34.14,35.0,5.1457,500001.0,0,0,0,6.958333333333333
4777,-118.33,34.03,33.0,1.7377,183900.0,0,0,0,3.9759450171821307
17297,-119.52,34.41,20.0,4.806,279700.0,0,0,0,5.86797385620915
13481,-117.37,34.1,10.0,1.6977,91300.0,1,0,0,5.042962962962963
16249,-121.29,37.99,45.0,1.6944,75200.0,1,0,0,4.948717948717949
744,-122.11,37.67,32.0,3.0645,165400.0,0,1,0,4.307254623044097
3100,-117.69,35.65,5.0,4.0167,87500.0,1,0,0,4.875
7711,-118.14,33.95,36.0,3.6635,282100.0,0,0,0,5.580459770114943
12854,-121.38,38.68,40.0,1.7596,93800.0,1,0,0,2.09375
19914,-119.29,36.31,34.0,3.0972,82800.0,1,0,0,6.452914798206278
16723,-120.67,35.48,18.0,3.3438,176100.0,0,0,0,5.622596153846154
12818,-121.49,38.61,6.0,3.4291,105300.0,1,0,0,4.8041575492341355
14512,-117.16,32.91,5.0,6.0891,214600.0,0,0,0,5.469594594594595
2966,-119.07,35.34,16.0,4.8839,134100.0,1,0,0,5.802486187845304
6605,-118.17,34.19,45.0,4.0985,173100.0,0,0,0,5.737179487179487
18621,-122.04,37.08,20.0,4.8,261500.0,0,0,1,5.430232558139535
17742,-121.78,37.31,7.0,6.234,292200.0,0,0,0,6.511551155115511
7103,-118.0,33.89,34.0,5.1377,213300.0,0,0,0,6.113924050632911
6747,-118.07,34.11,41.0,5.0736,270700.0,0,0,0,5.382739212007505
12390,-116.44,33.74,5.0,7.9885,403300.0,1,0,0,12.626865671641792
13892,-116.27,34.13,37.0,3.7292,65800.0,1,0,0,7.661016949152542
20448,-118.89,34.28,30.0,5.8133,195700.0,0,0,0,5.362573099415204
7706,-118.13,33.97,34.0,5.4042,241600.0,0,0,0,5.945205479452055
4219,-118.28,34.11,45.0,3.1445,438300.0,0,0,0,4.840361445783133
2850,-118.96,35.38,34.0,3.6734,92900.0,1,0,0,5.815340909090909
10722,-117.8,33.63,8.0,4.1944,270800.0,0,0,0,2.909090909090909
11757,-121.18,38.75,16.0,4.7941,247600.0,1,0,0,6.543123543123543
7350,-118.16,33.97,31.0,2.3929,191100.0,0,0,0,3.7445054945054945
16560,-121.37,37.77,19.0,4.1298,222800.0,1,0,0,5.774336283185841
7902,-118.04,33.86,21.0,7.2628,322700.0,0,0,0,6.1063829787234045
11150,-117.97,33.84,34.0,4.8667,186800.0,0,0,0,5.712418300653595
6112,-117.9,34.13,32.0,2.6292,136100.0,0,0,0,4.581005586592179
20628,-121.48,39.1,19.0,2.5952,92400.0,1,0,0,5.2384615384615385
20193,-119.21,34.26,10.0,4.2448,157300.0,0,0,1,4.823889739663094
62,-122.29,37.81,50.0,0.9011,86100.0,0,1,0,6.229508196721311
11234,-117.96,33.8,30.0,4.7667,195200.0,0,0,0,5.244604316546763
14220,-117.06,32.66,33.0,5.6889,234600.0,0,0,1,7.150313152400835
13605,-117.26,34.17,30.0,3.8906,123700.0,1,0,0,5.630813953488372
4032,-118.54,34.17,25.0,2.8528,425000.0,0,0,0,3.8976744186046512
13497,-117.33,34.15,28.0,1.6993,67800.0,1,0,0,4.721153846153846
846,-122.08,37.58,16.0,6.0074,236500.0,0,1,0,6.862704918032787
12850,-121.37,38.69,35.0,2.7009,80200.0,1,0,0,5.752631578947368
20516,-121.52,38.57,43.0,2.89,86200.0,1,0,0,5.221238938053097
12830,-121.43,38.69,28.0,2.5,96200.0,1,0,0,6.263513513513513
15729,-122.44,37.78,16.0,2.151,146900.0,0,1,0,4.031963470319635
19702,-121.68,39.11,19.0,4.0625,141700.0,1,0,0,6.729064039408867
15630,-122.41,37.8,52.0,2.8229,375000.0,0,1,0,3.6897590361445785
5321,-118.43,34.05,52.0,6.7115,500001.0,0,0,0,5.550819672131148
16899,-122.34,37.59,44.0,5.6206,386400.0,0,0,1,4.84375
5229,-118.24,33.94,34.0,2.0769,88300.0,0,0,0,5.527777777777778
4958,-118.29,34.01,42.0,2.3942,123200.0,0,0,0,4.329787234042553
13158,-121.4,36.85,50.0,2.6598,157300.0,1,0,0,4.803603603603603
19776,-122.23,39.86,21.0,1.8375,79800.0,1,0,0,5.372670807453416
3665,-118.37,34.22,17.0,3.5521,151500.0,0,0,0,3.9888392857142856
12359,-116.53,33.78,18.0,2.5489,220500.0,1,0,0,11.901869158878505
4122,-118.23,34.14,39.0,2.3958,175000.0,0,0,0,3.043956043956044
7192,-118.18,34.03,26.0,1.1929,143800.0,0,0,0,3.7025862068965516
15506,-117.09,33.13,9.0,3.0426,129900.0,0,0,0,4.548
20340,-119.03,34.23,21.0,5.2773,250800.0,0,0,0,6.303262955854127
8114,-118.19,33.8,41.0,2.9943,190600.0,0,0,1,3.828828828828829
10044,-120.83,39.27,14.0,3.67,160100.0,1,0,0,5.93950177935943
7529,-118.23,33.91,33.0,2.5893,88900.0,0,0,0,3.8908045977011496
6004,-117.77,34.07,36.0,2.8661,124000.0,1,0,0,4.645468998410175
13784,-117.03,34.03,26.0,3.0403,113500.0,1,0,0,5.140969162995595
8301,-118.13,33.76,46.0,4.7875,363800.0,0,0,1,4.2298507462686565
9666,-120.55,41.61,22.0,2.0802,47900.0,1,0,0,5.577681874229347
7164,-118.17,34.06,36.0,2.1845,123800.0,0,0,0,4.8121546961325965
4846,-118.31,34.02,52.0,2.45,111400.0,0,0,0,3.976271186440678
11415,-117.97,33.69,21.0,6.7989999999999995,292000.0,0,0,0,7.077452667814113
20010,-119.14,36.06,32.0,1.6452,41500.0,1,0,0,4.324705882352941
779,-122.12,37.65,26.0,2.375,137500.0,0,1,0,6.48
13856,-117.32,34.48,8.0,3.0204,93100.0,1,0,0,5.469267139479905
19974,-118.82,36.13,43.0,2.8906,65700.0,1,0,0,5.545454545454546
5138,-118.28,33.97,40.0,1.5521,90100.0,0,0,0,3.4548335974643423
11585,-118.03,33.79,32.0,4.1548,216600.0,0,0,0,5.222585924713584
12804,-121.45,38.61,46.0,1.0685,70000.0,1,0,0,3.6322314049586777
848,-122.07,37.58,16.0,5.225,213700.0,0,1,0,5.502906976744186
7105,-118.0,33.9,35.0,4.5144,206300.0,0,0,0,5.975384615384615
894,-121.94,37.54,31.0,6.7599,356000.0,0,0,0,6.18780487804878
1097,-121.77,39.66,20.0,4.712,158600.0,1,0,0,6.265
1535,-122.04,37.89,33.0,7.5349,349100.0,0,1,0,7.002890173410405
5347,-118.41,34.05,16.0,5.8758,500001.0,0,0,0,5.122696155871512
3725,-118.42,34.18,31.0,3.6745,335500.0,0,0,0,4.532182103610675
17791,-121.81,37.37,26.0,5.1099,213100.0,0,0,0,5.7664092664092665
20018,-119.04,36.09,15.0,3.0278,77400.0,1,0,0,5.333333333333333
364,-122.14,37.75,33.0,6.8323,255900.0,0,1,0,6.603960396039604
15123,-116.94,32.83,38.0,3.7831,147800.0,0,0,0,5.595394736842105
14392,-117.24,32.75,36.0,2.9896,252700.0,0,0,1,4.289393939393939
10787,-117.92,33.64,25.0,3.1305,268800.0,0,0,0,4.310077519379845
19383,-120.86,37.77,28.0,2.3523,94700.0,1,0,0,5.206896551724138
18660,-121.95,36.98,34.0,3.1546,261200.0,0,0,1,4.669576059850374
11084,-117.84,33.84,23.0,5.0629,232600.0,0,0,0,5.7381174277726
18287,-122.11,37.37,22.0,10.3329,500001.0,0,1,0,7.898395721925134
5743,-118.26,34.17,20.0,3.8576,318600.0,0,0,0,4.449513836948392
11103,-117.88,33.85,34.0,4.375,224700.0,0,0,0,6.226519337016574
18254,-122.09,37.39,36.0,5.5385,359000.0,0,1,0,5.048780487804878
5052,-118.34,34.01,37.0,1.7945,106300.0,0,0,0,4.502623294858342
3059,-119.77,35.65,21.0,2.6066,80000.0,1,0,0,5.790361445783133
13543,-117.31,34.15,34.0,3.9231,96000.0,1,0,0,5.209718670076726
16532,-121.19,37.81,8.0,2.7321,175000.0,1,0,0,5.139386189258312
2864,-118.91,35.37,32.0,3.3462,67600.0,1,0,0,5.715672676837725
18639,-121.97,37.0,25.0,4.8269,272900.0,0,0,1,5.351351351351352
3919,-118.53,34.18,26.0,4.2083,240300.0,0,0,0,5.366323907455013
16234,-121.31,37.97,45.0,3.6667,123100.0,1,0,0,5.891402714932127
261,-122.2,37.78,39.0,3.1167,121600.0,0,1,0,4.659574468085107
2919,-119.04,35.37,46.0,2.1818,75300.0,1,0,0,5.511784511784512
10998,-117.8,33.76,27.0,6.9014,366800.0,0,0,0,7.925373134328358
20201,-119.21,34.26,26.0,4.9079,234100.0,0,0,1,6.153452685421995
13337,-117.68,34.04,27.0,3.9107,186500.0,1,0,0,5.572815533980583
9494,-123.85,39.39,23.0,3.1839999999999997,140500.0,0,0,0,5.450408401400233
18249,-122.07,37.38,26.0,4.5644,280200.0,0,1,0,4.47887323943662
6300,-117.98,34.04,29.0,3.75,190600.0,0,0,0,5.318840579710145
5107,-118.31,33.94,43.0,3.0682,142000.0,0,0,0,5.340101522842639
19429,-121.06,37.67,31.0,3.4167,196900.0,1,0,0,7.023255813953488
3410,-118.32,34.26,24.0,4.4375,191500.0,0,0,0,5.335423197492163
17315,-120.18,34.62,25.0,3.1912,226400.0,0,0,1,5.942222222222222
2162,-119.82,36.78,36.0,2.6127,69600.0,1,0,0,4.858156028368795
1006,-121.75,37.69,26.0,3.7212,183800.0,1,0,0,5.07088122605364
18162,-122.04,37.36,26.0,6.8753,403000.0,0,0,0,6.987288135593221
2432,-119.53,36.65,43.0,2.5562,93200.0,1,0,0,6.072463768115942
8902,-118.48,34.04,40.0,3.9659,500001.0,0,0,0,5.324427480916031
12452,-114.57,33.57,20.0,1.925,65500.0,1,0,0,5.549618320610687
15328,-117.29,33.24,5.0,3.1875,153800.0,0,0,0,5.3788927335640135
1977,-120.44,38.61,9.0,3.5192,98000.0,1,0,0,8.747474747474747
16459,-121.29,38.12,18.0,3.9607,132500.0,1,0,0,5.832699619771863
15242,-117.25,32.99,10.0,7.472,439900.0,0,0,1,7.769716088328075
7566,-118.2,33.89,37.0,2.5321,105100.0,0,0,0,4.344827586206897
16858,-122.41,37.63,39.0,2.639,242500.0,0,0,1,4.034416826003824
7864,-118.12,33.89,22.0,2.9293,170800.0,0,0,0,3.6593932943054814
5326,-118.45,34.05,28.0,2.1875,181300.0,0,0,0,1.9729064039408868
8450,-118.35,33.91,31.0,3.5234,265000.0,0,0,0,4.220588235294118
900,-121.97,37.53,35.0,4.75,197000.0,0,0,0,5.513317191283293
5853,-118.32,34.17,47.0,5.1008,247100.0,0,0,0,5.338144329896907
1668,-122.2,37.96,9.0,6.7741,310700.0,0,1,0,6.922063666300768
18300,-122.13,37.41,36.0,5.4063,440900.0,0,1,0,5.378651685393258
5480,-118.45,33.99,33.0,2.9722,325000.0,0,0,0,4.38288920056101
2296,-119.75,36.8,30.0,2.197,74500.0,1,0,0,5.104938271604938
20362,-118.95,34.17,23.0,5.2955,247600.0,0,0,0,6.8311688311688314
18057,-122.0,37.27,33.0,5.7876,415800.0,0,0,0,6.117647058823529
27,-122.28,37.85,52.0,1.808,105500.0,0,1,0,4.7808564231738035
1282,-121.81,38.01,52.0,2.2639,128500.0,1,0,0,4.9734513274336285
13114,-121.36,38.39,10.0,5.2447,148100.0,1,0,0,6.755936675461742
1925,-120.5,38.87,10.0,4.9583,87500.0,1,0,0,5.0625
7403,-118.23,33.95,27.0,0.9518,91400.0,0,0,0,3.0179640718562872
5205,-118.29,33.94,47.0,2.5398,105700.0,0,0,0,5.416413373860182
18500,-121.55,37.37,39.0,3.6964,262500.0,1,0,0,7.160377358490566
17703,-121.82,37.31,22.0,3.7102,177500.0,0,0,0,4.764568764568764
11405,-117.96,33.71,19.0,5.5702,342600.0,0,0,0,5.356435643564357
14005,-117.18,32.76,52.0,4.7396,441700.0,0,0,1,7.098245614035088
17483,-119.82,34.45,24.0,6.7247,333800.0,0,0,1,6.803030303030303
18460,-121.8,37.26,16.0,5.9053,260500.0,0,0,0,6.577464788732394
19394,-120.83,37.77,20.0,1.6759,116700.0,1,0,0,4.2817955112219455
12741,-121.36,38.61,37.0,3.8882,159500.0,1,0,0,6.052486187845304
18505,-121.98,37.14,37.0,9.5908,350000.0,0,0,0,4.352941176470588
10538,-117.7,33.48,10.0,6.3579,336700.0,0,0,0,7.357446808510638
5088,-118.28,33.98,19.0,0.9809,121400.0,0,0,0,3.187725631768953
19218,-122.68,38.46,17.0,4.7143,202900.0,0,0,0,6.466666666666667
14798,-117.11,32.59,17.0,2.1773,143200.0,0,0,1,4.04
9737,-121.76,36.77,27.0,2.3384,121000.0,0,0,0,3.2289156626506026
4827,-118.32,34.03,31.0,1.9531,227800.0,0,0,0,5.071264367816092
14766,-117.1,32.58,33.0,4.1029,122700.0,0,0,1,4.9125
9947,-122.35,38.3,18.0,5.6304,243100.0,0,1,0,7.1689059500959695
4157,-118.19,34.12,46.0,2.987,176900.0,0,0,0,4.166051660516605
15468,-117.19,33.18,7.0,4.1128,209700.0,0,0,0,5.420091324200913
18983,-121.99,38.27,16.0,3.1979,137500.0,1,0,0,5.723374827109267
13720,-117.18,34.07,28.0,2.1154,75300.0,1,0,0,5.12156862745098
2250,-119.8,36.8,43.0,6.3359,169300.0,1,0,0,6.334415584415584
9308,-122.54,37.98,52.0,5.5083,371900.0,0,1,0,6.659090909090909
4248,-118.32,34.14,23.0,4.0965,500001.0,0,0,0,4.596984924623116
13485,-117.37,34.13,18.0,4.0294,133200.0,1,0,0,5.865269461077844
19030,-122.02,38.38,16.0,6.0767,216400.0,1,0,0,5.572413793103448
4483,-118.19,34.06,47.0,1.1868,93800.0,0,0,0,3.9124579124579126
4473,-118.18,34.08,33.0,2.3281,151900.0,0,0,0,3.6312997347480107
440,-122.3,37.88,46.0,2.9,144800.0,0,1,0,4.6394366197183095
17126,-122.13,37.46,31.0,3.2642,185600.0,0,1,0,4.397260273972603
15133,-116.93,32.83,21.0,2.3203,163500.0,0,0,0,4.439446366782007
8812,-118.31,33.75,36.0,4.6042,357300.0,0,0,1,5.940919037199125
250,-122.22,37.78,51.0,2.489,119100.0,0,1,0,4.1653944020356235
9010,-118.69,34.08,23.0,9.7646,500001.0,0,0,1,4.975609756097561
11157,-117.98,33.83,17.0,3.3006,185800.0,0,0,0,3.926091825307951
1941,-120.97,38.65,9.0,4.0714,300600.0,1,0,0,6.679279279279279
15073,-116.99,32.8,34.0,5.2907,195800.0,0,0,0,6.50711743772242
1135,-121.64,39.74,20.0,2.3711,121800.0,1,0,0,5.397014925373134
16938,-122.33,37.56,50.0,10.0743,500001.0,0,0,1,7.868525896414343
19049,-121.83,38.45,36.0,2.3438,122700.0,1,0,0,5.023952095808383
1686,-122.26,37.98,28.0,5.1178,198000.0,0,1,0,5.839541547277937
8310,-118.12,33.77,20.0,6.0362,463500.0,0,0,1,5.082959641255606
8043,-118.16,33.84,36.0,3.8646,214600.0,0,0,0,4.975395430579965
5196,-118.27,33.94,43.0,1.6625,88700.0,0,0,0,3.85
17377,-120.43,34.96,19.0,1.0349,130800.0,0,0,0,4.563106796116505
20475,-118.75,34.26,24.0,5.4604,193400.0,0,0,0,5.83289817232376
13754,-117.15,34.04,14.0,7.5822,283100.0,1,0,0,7.546419098143236
17604,-121.89,37.3,47.0,5.3955,282300.0,0,0,0,5.502336448598131
17032,-122.27,37.51,39.0,4.5075,364900.0,0,0,1,5.2509855453350855
7752,-118.15,33.92,30.0,2.5208,182800.0,0,0,0,4.3364928909952605
16267,-121.25,37.96,26.0,2.4866,68300.0,1,0,0,4.671610169491525
17178,-122.47,37.51,15.0,6.7606,364300.0,0,0,1,6.426356589147287
10631,-117.79,33.73,3.0,7.2074,291300.0,0,0,0,6.488188976377953
15869,-122.41,37.76,52.0,3.4028,233300.0,0,1,0,4.429184549356223
17598,-121.89,37.3,52.0,4.2414,284800.0,0,0,0,5.68956043956044
17041,-122.28,37.51,33.0,6.1064,405000.0,0,0,1,6.233817701453105
1338,-121.87,37.99,15.0,4.9783,163900.0,1,0,0,7.083601286173633
2821,-119.03,35.4,35.0,2.1818,63500.0,1,0,0,4.473413379073756
9133,-118.08,34.55,5.0,4.5237,141800.0,1,0,0,6.1037344398340245
12503,-121.43,38.56,41.0,3.1827,131700.0,1,0,0,5.261904761904762
8862,-118.39,34.06,52.0,8.0095,500001.0,0,0,0,6.252577319587629
4959,-118.29,34.01,50.0,1.6505,125000.0,0,0,0,3.8387650085763294
18656,-121.97,36.97,15.0,2.7587,228600.0,0,0,1,4.8951890034364265
12215,-117.12,33.52,4.0,4.5841,212300.0,0,0,0,7.006453099792579
15502,-117.23,33.09,7.0,6.3373,279600.0,0,0,1,6.927083333333333
9155,-118.53,34.45,10.0,5.5981,220100.0,0,0,0,5.744525547445256
17210,-119.71,34.43,18.0,2.1974,255000.0,0,0,0,3.3815028901734103
1362,-122.0,38.03,4.0,6.0424,165900.0,1,0,0,5.431554524361949
2450,-119.55,36.51,46.0,2.2132,76600.0,1,0,0,4.687344913151365
10724,-117.8,33.63,15.0,11.1121,493000.0,0,0,0,7.778846153846154
17040,-122.26,37.5,44.0,5.6271,374800.0,0,0,1,6.262780269058296
16114,-122.5,37.74,44.0,4.0625,272800.0,0,0,1,4.822107081174439
18397,-121.77,37.22,16.0,4.5221,191100.0,0,0,0,6.125
13092,-121.36,38.56,17.0,5.2881,138000.0,1,0,0,6.573389651531151
5405,-118.44,34.03,37.0,4.2434,331000.0,0,0,0,4.826732673267327
14580,-117.19,32.82,35.0,5.252999999999999,204000.0,0,0,1,6.208092485549133
17028,-122.26,37.52,34.0,3.0833,256300.0,0,0,1,3.0764331210191083
20357,-118.98,34.16,16.0,5.7676,241300.0,0,0,0,6.397932816537468
20124,-118.75,34.42,28.0,2.4167,191700.0,0,0,0,6.4935064935064934
8061,-118.2,33.84,35.0,2.7813,159200.0,0,0,1,5.07451564828614
1017,-121.78,37.67,26.0,5.2649,199800.0,1,0,0,6.88785046728972
1299,-121.82,38.0,29.0,2.8466,113400.0,1,0,0,4.928571428571429
18157,-122.06,37.37,32.0,4.9087,322700.0,0,0,0,4.320137693631669
19060,-122.41,38.16,37.0,2.7457,254700.0,0,1,0,5.632727272727273
14297,-117.14,32.72,42.0,2.2804,139100.0,0,0,1,3.828009828009828
6393,-118.06,34.13,40.0,3.6341,391500.0,1,0,0,5.097041420118344
2258,-119.83,36.79,35.0,3.3272,65600.0,1,0,0,5.073170731707317
4836,-118.29,34.04,32.0,2.1471,125000.0,0,0,0,2.3225806451612905
295,-122.17,37.77,31.0,1.871,90700.0,0,1,0,5.3628318584070795
8206,-118.16,33.79,25.0,2.4,153700.0,0,0,1,3.520225776105362
15958,-122.46,37.71,47.0,4.0,231600.0,0,0,1,5.414893617021277
18851,-122.3,41.32,13.0,2.1571,81500.0,1,0,0,4.713114754098361
6331,-117.95,33.99,15.0,5.0142,269900.0,0,0,0,5.981954887218045
7437,-118.19,33.94,45.0,3.3846,168100.0,0,0,0,4.511254019292605
3796,-118.36,34.16,32.0,4.0764,325000.0,0,0,0,4.979716024340771
7617,-118.24,33.85,25.0,5.9684,193300.0,0,0,0,6.413101604278075
15206,-117.06,33.01,9.0,4.4219,209200.0,0,0,0,5.784543325526932
14689,-117.09,32.79,20.0,2.8631,169700.0,0,0,1,4.401209677419355
11144,-117.94,33.84,28.0,3.6214,182100.0,0,0,0,2.849056603773585
14445,-117.26,32.81,30.0,2.3284,290600.0,0,0,1,4.048780487804878
172,-122.25,37.8,36.0,2.2303,116700.0,0,1,0,3.0902394106813995
8788,-118.37,33.79,36.0,8.2064,500001.0,0,0,1,7.15695067264574
18468,-121.61,37.15,16.0,7.8601,416300.0,0,0,0,7.922190201729107
510,-122.22,37.82,39.0,11.8603,500001.0,0,1,0,7.911111111111111
18919,-122.16,38.05,34.0,4.6776,208300.0,0,1,0,5.754137115839243
16487,-121.09,38.19,23.0,2.4545,105000.0,1,0,0,5.404255319148936
18840,-122.64,41.63,19.0,3.1062,100000.0,1,0,0,6.330232558139535
15305,-117.37,33.19,23.0,1.8214,173800.0,0,0,1,3.4574557708508844
15296,-117.34,33.15,19.0,3.0306,178500.0,0,0,1,4.061166429587482
5021,-118.33,33.99,44.0,2.8542,126500.0,0,0,0,5.269230769230769
2161,-119.81,36.78,37.0,3.625,83400.0,1,0,0,5.865671641791045
6688,-118.08,34.15,28.0,0.4999,500001.0,1,0,0,7.67741935483871
7727,-118.12,33.93,27.0,3.0909,187500.0,0,0,0,4.360902255639098
8268,-118.17,33.74,36.0,3.7838,500001.0,0,0,1,4.708920187793427
8933,-118.48,34.0,29.0,3.6121,500000.0,0,0,0,4.006960556844548
10058,-121.06,39.29,14.0,3.4028,171800.0,1,0,0,5.614457831325301
20141,-119.06,34.36,52.0,2.7951,199300.0,0,0,0,4.634868421052632
4427,-118.25,34.07,16.0,2.3942,133300.0,0,0,0,3.2981651376146788
17128,-122.14,37.47,37.0,2.8868,156600.0,0,1,0,4.784397163120567
11640,-118.06,33.83,21.0,4.88,343900.0,0,0,0,5.882089552238806
10286,-117.83,33.89,25.0,4.625,245700.0,0,0,0,6.554716981132075
5756,-118.29,34.18,52.0,5.0489999999999995,323500.0,0,0,0,6.382470119521912
5355,-118.41,34.04,49.0,8.0239,500001.0,0,0,0,5.669811320754717
14555,-117.13,32.96,15.0,6.712000000000001,240200.0,0,0,0,7.844290657439446
15573,-116.77,33.08,13.0,5.5842,239100.0,0,0,0,5.039426523297491
14017,-117.16,32.75,49.0,1.9637,137500.0,0,0,1,3.7374701670644392
18471,-121.64,37.14,14.0,4.175,229800.0,0,0,0,5.604698672114402
10561,-117.71,33.62,22.0,5.8898,242800.0,0,0,0,6.445012787723785
14196,-117.03,32.71,33.0,3.2596,103000.0,0,0,1,5.017656500802568
12700,-121.41,38.61,36.0,3.4784,105500.0,1,0,0,4.974317817014446
19077,-122.49,38.27,8.0,3.5625,213200.0,0,1,0,5.44017094017094
15760,-122.42,37.77,52.0,2.5186,250000.0,0,1,0,3.0083102493074794
11605,-118.02,33.8,24.0,5.875,193800.0,0,0,0,10.5
19611,-121.13,37.47,37.0,2.1833,92700.0,1,0,0,4.503386004514673
12624,-121.52,38.49,5.0,3.6196,152800.0,1,0,0,4.991044776119403
20094,-120.03,38.19,26.0,2.125,132500.0,1,0,0,37.06349206349206
19054,-121.69,38.16,46.0,2.2888,94900.0,1,0,0,5.317865429234339
17558,-121.89,37.32,34.0,2.8864,172500.0,0,0,0,4.716279069767442
6806,-118.09,34.09,36.0,2.3462,188500.0,0,0,0,4.272
10529,-117.71,33.58,2.0,4.6336,187500.0,0,0,0,4.96078431372549
7574,-118.21,33.89,45.0,3.4792,110700.0,0,0,0,4.639846743295019
1347,-121.92,38.01,7.0,6.1237,166000.0,1,0,0,6.229007633587786
19380,-120.85,37.77,52.0,1.8625,85400.0,1,0,0,6.411764705882353
12784,-121.44,38.65,28.0,3.8295,122200.0,1,0,0,5.75
9456,-123.71,39.88,42.0,1.4952,69800.0,0,0,1,5.00990099009901
12443,-115.22,33.54,18.0,1.625,53500.0,1,0,0,6.028268551236749
16816,-122.45,37.64,19.0,6.2498,353300.0,0,0,1,6.428861788617886
11327,-117.95,33.76,29.0,4.1295,188000.0,0,0,0,5.332361516034985
17053,-122.24,37.47,40.0,6.1244,308800.0,0,0,1,5.2404181184668985
9262,-120.04,36.96,23.0,1.3713,51800.0,1,0,0,4.329938900203666
15100,-116.95,32.82,18.0,3.8024,144900.0,0,0,0,5.105882352941176
6911,-117.95,33.97,33.0,8.3474,500001.0,0,0,0,8.124087591240876
2714,-115.55,32.82,34.0,2.5664,67500.0,1,0,0,5.62043795620438
17037,-122.25,37.49,43.0,4.224,349600.0,0,0,1,5.655097613882863
10600,-117.8,33.68,8.0,6.9133,274100.0,0,0,0,5.976470588235294
6508,-118.07,34.07,19.0,3.125,207100.0,0,0,0,4.2
17507,-121.9,37.35,42.0,3.25,185300.0,0,0,0,3.413114754098361
17852,-121.88,37.44,26.0,5.3057,226400.0,0,0,0,4.596875
19934,-119.34,36.31,14.0,2.7,88900.0,1,0,0,4.097744360902255
888,-121.94,37.56,15.0,8.3996,442900.0,0,0,0,7.946778711484594
5178,-118.26,33.94,45.0,2.25,93400.0,0,0,0,4.556962025316456
12123,-117.27,33.93,2.0,3.1042,164800.0,1,0,0,6.877551020408164
11995,-117.55,34.0,17.0,2.6979,75000.0,1,0,0,4.983310152990264
9669,-119.3,38.26,19.0,2.9509,114800.0,1,0,0,11.625874125874127
1160,-121.53,39.52,24.0,2.9688,86400.0,1,0,0,5.526881720430108
13493,-117.39,34.04,27.0,2.8682,96400.0,1,0,0,5.175531914893617
3327,-122.83,38.89,11.0,3.4514,100000.0,0,0,0,7.111111111111111
1503,-122.05,37.95,22.0,2.85,144600.0,0,1,0,4.743354720439964
16342,-121.32,38.03,16.0,4.875,143100.0,1,0,0,6.472
2240,-119.81,36.83,19.0,4.0489999999999995,126000.0,1,0,0,6.121731289449955
14393,-117.24,32.75,36.0,2.3042,220600.0,0,0,1,4.461538461538462
20610,-121.56,39.1,28.0,1.3631,45500.0,1,0,0,4.851936218678816
4167,-118.2,34.1,30.0,2.07,154500.0,0,0,0,3.1324161650902838
1835,-122.3,37.9,37.0,2.9219,217200.0,0,1,0,4.5995670995671
15583,-116.68,33.16,26.0,2.1797,156300.0,1,0,0,5.617283950617284
5240,-118.24,33.93,32.0,0.8984,88700.0,0,0,0,4.201581027667984
20335,-118.94,34.24,5.0,8.9063,500001.0,0,0,0,8.944642857142858
3208,-119.63,36.33,14.0,1.8385,67500.0,1,0,0,5.237924865831842
6840,-118.12,34.07,43.0,2.025,215600.0,0,0,0,4.30327868852459
1361,-122.02,38.02,44.0,4.8693,156900.0,0,1,0,6.181434599156118
7587,-118.23,33.9,34.0,1.641,96800.0,0,0,0,4.904382470119522
2125,-119.71,36.79,34.0,3.6681,82000.0,1,0,0,5.326760563380281
5817,-118.24,34.13,45.0,4.0272,260500.0,0,0,0,4.583720930232558
16181,-121.28,37.95,46.0,1.2904,63300.0,1,0,0,3.081081081081081
2178,-119.87,36.76,34.0,2.875,74500.0,1,0,0,5.218354430379747
5786,-118.24,34.15,17.0,3.052,209800.0,0,0,0,3.355781448538755
941,-122.03,37.54,16.0,5.0739,208000.0,0,1,0,5.124137931034483
